name,interests
Martin Matthews,Korean
Stephen Chapman,Icelandic
Matthew Wright,Korean
Juan Gardner,Hebrew
Ann Brown,Swati
Henry Grant,Greek
Ruth King,Macedonian
Dennis Murphy,Dhivehi
Arthur Diaz,Hungarian
Ruby Marshall,Hiri Motu
Samuel Morales,Croatian
James Stewart,Kyrgyz
Pamela Cruz,Dari
Jesse Foster,Luxembourgish
Albert Ray,Filipino
Irene Jackson,Luxembourgish
Stephen Collins,Czech
Sarah Oliver,Catalan
Robin Wheeler,Georgian
Robert Hanson,Telugu
Gary Wright,Mongolian
Janice Patterson,Northern Sotho
Dennis Duncan,Hindi
Norma Powell,Hebrew
Andrew Stewart,Kurdish
Stephen Harvey,Gujarati
Judith Miller,Japanese
Philip Gray,Malagasy
Nicole Wallace,Albanian
Billy Moreno,Tswana
Matthew Franklin,Kyrgyz
Irene Howell,Italian
Matthew Arnold,Guaraní
Lillian Scott,Hebrew
Sean Mendoza,Macedonian
Karen Bryant,Luxembourgish
Sean Marshall,French
Janice Garcia,Amharic
Kathleen Mills,Lao
Norma Mcdonald,Khmer
Barbara Fields,French
Doris Russell,Nepali
Christina Adams,Irish Gaelic
Judy Morrison,Bengali
Joan Hamilton,Malayalam
Thomas Murray,Montenegrin
Brandon Knight,Burmese
Katherine Tucker,Kurdish
Rachel Black,Catalan
Diane Grant,Gagauz
Rachel Parker,Kyrgyz
Walter Ward,Danish
Doris Rivera,Bulgarian
Bonnie Powell,Macedonian
Janice Flores,Malagasy
Barbara Mccoy,Burmese
Shirley Miller,Hebrew
Tina Barnes,Telugu
Carolyn Dunn,Norwegian
Tina Meyer,Māori
Robert Stewart,Macedonian
Rose Hart,Finnish
Jeremy Brown,Belarusian
Margaret Parker,Icelandic
Patricia Ramos,Bosnian
Stephen Watson,Afrikaans
Irene Spencer,Malagasy
Maria George,Hindi
Johnny Rose,Armenian
Charles Andrews,Northern Sotho
Mildred Day,Pashto
Henry Ellis,Japanese
Ashley Freeman,Korean
Craig Lewis,Montenegrin
Rebecca Fowler,Moldovan
Denise Black,Dhivehi
Craig Bailey,Polish
Jonathan Torres,Georgian
Kathy Mason,Malagasy
Joe Howell,Burmese
Cheryl Hart,Assamese
Christina Walker,Georgian
Scott Hamilton,Sotho
Deborah Graham,Burmese
Ernest Howard,Fijian
Roy Long,Swahili
Ann Schmidt,Belarusian
Nicholas Williamson,Tajik
Mark Gonzalez,Hungarian
Evelyn Cooper,Irish Gaelic
Timothy Chavez,Northern Sotho
Stephen Schmidt,Yiddish
William Weaver,Pashto
Melissa Powell,Khmer
Lawrence Palmer,Malagasy
Alice Carter,Punjabi
Angela Lewis,Quechua
Chris Grant,English
Willie George,Filipino
Frank Hansen,Assamese
Tina Morales,Polish
Judy Tucker,Hungarian
Earl Burke,Azeri
Evelyn Harper,Malagasy
Jennifer Hawkins,Telugu
Julie Bowman,Persian
Carl Morris,Croatian
Johnny Bailey,Afrikaans
Eugene Mitchell,English
Gerald Arnold,Bulgarian
Jacqueline Kim,Thai
Stephanie Wells,Korean
Scott Carpenter,Guaraní
Dorothy Sullivan,Armenian
Kelly Ryan,Kazakh
Earl Burke,Tok Pisin
Lillian Ortiz,Swedish
Jason Austin,Assamese
Alan Watson,Bengali
Ronald Cox,Polish
Ruth Peterson,Telugu
William Bryant,Azeri
Catherine Carter,Telugu
Rebecca Myers,Dhivehi
Teresa Mills,West Frisian
Margaret Bowman,Bengali
George Carter,Icelandic
Paul Harper,Luxembourgish
Bonnie Fields,Amharic
Roy Taylor,Sotho
Juan Bell,Fijian
Betty Mason,Hindi
Arthur Lane,Hindi
Marie Dean,Assamese
Lori Reed,Catalan
Barbara Barnes,Malayalam
Robin Brown,Tok Pisin
Thomas Weaver,Bosnian
Paula Bailey,Mongolian
Virginia Wheeler,Northern Sotho
Antonio Reyes,Bulgarian
Teresa Williams,Persian
Katherine Matthews,Kurdish
Amanda Wilson,Arabic
Carl Ruiz,Kashmiri
Jessica Ramirez,Malayalam
Jesse Anderson,Finnish
Lori Freeman,Malagasy
Tammy Cunningham,Swahili
Helen Wilson,Mongolian
Jerry Harper,Hebrew
Nicole Cruz,French
Paul Torres,Korean
Marie Day,Assamese
Shawn Lynch,Haitian Creole
Deborah Alvarez,Khmer
Patricia Ray,Belarusian
Christina Ramirez,Tajik
Annie Knight,Nepali
Nancy Green,West Frisian
Juan Ryan,Northern Sotho
Jean Riley,Hungarian
Sara Robinson,Japanese
Laura Lee,Afrikaans
Clarence Patterson,Haitian Creole
Todd Sullivan,Belarusian
Lillian Campbell,Spanish
Albert Mason,Dutch
Helen Martinez,Swati
Ruby Mcdonald,Pashto
Christine Richards,Latvian
Maria Gordon,Gujarati
Edward Perez,Lithuanian
Fred Fuller,Gujarati
Steven Hernandez,Sotho
Philip White,Tswana
Julia Anderson,English
Stephanie Williamson,Gagauz
Billy Garcia,Croatian
Rachel Stewart,Swedish
Jose Jordan,Telugu
Karen Castillo,Tajik
Marilyn Kennedy,Hindi
Patricia Bradley,English
Robin Dixon,Dzongkha
Catherine Austin,Dzongkha
Donald Berry,Bislama
Mary Banks,Kashmiri
Edward Williamson,Danish
Ruby Hall,Dhivehi
Betty Arnold,Marathi
Clarence Hudson,Swahili
Ernest Parker,Northern Sotho
Lawrence Owens,West Frisian
Kenneth Bell,Kurdish
Linda Moore,English
Jimmy Perez,Hungarian
Richard Lawson,Malay
Joseph Hunt,Marathi
Jennifer Watkins,Filipino
Earl Stephens,Spanish
Brenda Sanders,Azeri
Donna Hughes,Greek
Mildred Perry,Kashmiri
Roger Hart,Czech
Angela Grant,Bislama
Tina Warren,Punjabi
Eric Reed,Tetum
Jesse Snyder,Aymara
Ruth Harvey,Hiri Motu
Amanda Chapman,Burmese
Russell Peterson,Aymara
Joe Schmidt,Quechua
Cheryl Murphy,Dari
Lori Campbell,Tetum
Doris Reynolds,Guaraní
Norma Richards,Persian
Heather Ramirez,Czech
Mildred Ortiz,Assamese
Antonio Rodriguez,Kannada
Arthur Gomez,Belarusian
Brenda Franklin,Aymara
Julia Butler,Polish
Doris Stanley,Bislama
Ruby Rice,Tsonga
Phillip Jacobs,Bulgarian
Norma Jenkins,Norwegian
Arthur Schmidt,Romanian
Bobby Ramirez,Korean
Ruth Chavez,Czech
Mildred Lopez,Assamese
Teresa Shaw,Moldovan
Shirley Cole,Swahili
Barbara Murphy,Dutch
Lillian Ramos,Khmer
Jason Wheeler,Montenegrin
Todd Patterson,Italian
Jason Tucker,Somali
Mildred Harrison,Irish Gaelic
Janet Hansen,Nepali
Amanda Hall,Yiddish
Deborah West,Italian
Joseph Montgomery,Korean
Kevin Dixon,Tok Pisin
Jesse Matthews,Portuguese
Patricia Thompson,Estonian
Alice Moore,Aymara
Cheryl Wallace,Filipino
Teresa Myers,Bengali
Sarah Morgan,Tswana
Stephen Carr,French
Paula Gibson,Arabic
Rebecca Clark,Assamese
Ruby Perkins,Belarusian
Elizabeth Austin,Montenegrin
Dorothy Thompson,Northern Sotho
Paul Webb,Māori
Adam Austin,Azeri
Cheryl Robertson,Swahili
Keith Riley,Haitian Creole
Fred Chavez,Catalan
Ralph Hudson,Pashto
Anna Baker,Czech
Earl Dean,Bislama
Arthur Williamson,Northern Sotho
Steven Miller,Mongolian
Frank Williamson,Bislama
Patrick Freeman,Albanian
Dorothy Myers,Spanish
Alan Knight,Irish Gaelic
Doris Watkins,Kazakh
Steven Brown,Finnish
Jimmy Wallace,Catalan
Cheryl Garcia,Portuguese
Bruce Phillips,Norwegian
Ryan Arnold,Hiri Motu
Alice Rice,Kashmiri
Christine Freeman,Swedish
Jesse Garrett,New Zealand Sign Language
Ruby Burke,Tetum
Arthur Nichols,Afrikaans
Steven Owens,Tok Pisin
Louis Day,Tetum
Mildred Stevens,Amharic
Randy Burns,Nepali
Alan Ross,Tsonga
Diana Martinez,Maltese
Ronald Edwards,Luxembourgish
Jimmy Mendoza,Latvian
Albert Carpenter,French
Margaret Harper,Sotho
Terry Welch,Swati
Earl Perez,Belarusian
Timothy Ortiz,Pashto
Martha Palmer,Greek
Katherine Turner,Punjabi
Joan Lawson,Lithuanian
Annie Daniels,Romanian
Cheryl Cole,Haitian Creole
Mildred Peters,Tetum
Sarah Parker,Marathi
Robin Andrews,Arabic
Roy Washington,Malayalam
Stephen Jackson,Zulu
Eugene Bailey,Oriya
Timothy Elliott,Khmer
Willie Elliott,New Zealand Sign Language
Raymond Mendoza,Arabic
Alice Ryan,Tok Pisin
Jonathan Russell,Bosnian
Martha Wagner,Afrikaans
Rose Boyd,Yiddish
Russell Foster,Tetum
Terry Bryant,Dzongkha
Julie Sanchez,Korean
Gerald Stanley,Romanian
Helen Harvey,Finnish
Rachel Meyer,Hebrew
Aaron Bryant,Maltese
Jennifer Alexander,Yiddish
Kelly Flores,Malagasy
Chris Jacobs,Dhivehi
Todd Daniels,Papiamento
Harry Boyd,Thai
Alice Griffin,Indonesian
Amy Miller,Norwegian
Emily Wheeler,Bislama
Melissa Dixon,Hiri Motu
Katherine Peterson,English
Keith Kim,Latvian
Nicole Harvey,Norwegian
Barbara Johnson,Hiri Motu
Brandon Kelly,Guaraní
Amanda Hughes,West Frisian
Peter Stone,Catalan
Alice Sanchez,Quechua
Russell Bell,Tajik
Michael Carpenter,Latvian
Julie Reynolds,Kazakh
Tammy Jones,Arabic
Bruce Harvey,Bengali
Shirley Wallace,Mongolian
Philip Campbell,Moldovan
Sharon Baker,Kyrgyz
Steve Fowler,Tetum
Donna Mendoza,Kashmiri
Michelle Burns,Aymara
Roger Allen,Japanese
Angela Morris,Hiri Motu
Joshua White,English
Bonnie Kennedy,West Frisian
Chris Morgan,Bengali
Emily Morales,Romanian
Richard Medina,Azeri
David Anderson,Romanian
Raymond Murray,Kannada
Harry Green,Moldovan
Linda Mendoza,Somali
Peter Stephens,Romanian
Annie Fox,Dutch
Gerald Hernandez,Thai
Kevin Alexander,Armenian
Louise Scott,Zulu
Deborah Fields,Japanese
Kathy Thompson,Bislama
Michael Reyes,Fijian
Diana Shaw,Gagauz
Marilyn Hughes,Fijian
Karen Hernandez,Catalan
Matthew Romero,Lao
Marie Harvey,Irish Gaelic
Jean Lewis,Tetum
Harry Ramos,Assamese
Sean Fuller,Tamil
Phyllis Mason,Bislama
Doris Campbell,Zulu
Johnny Hill,Georgian
Charles Sanders,New Zealand Sign Language
Mary Hart,Ndebele
Kathy Carter,Portuguese
Ruth Richardson,Swati
Aaron Castillo,Macedonian
Jimmy Coleman,Indonesian
Louise Chavez,Kazakh
Kathy Hernandez,Lithuanian
Brian Burns,Tsonga
Jose Woods,Dari
Shawn Adams,Gagauz
Ruby Walker,Swahili
Craig Carpenter,Chinese
Douglas Carter,Luxembourgish
Craig James,Fijian
Jeremy Ruiz,Malay
Andrew Campbell,Assamese
Jennifer Gibson,Amharic
Tammy Kelly,Malayalam
Barbara Carr,Croatian
Benjamin Patterson,Japanese
Barbara Murphy,Mongolian
Barbara Fox,Kazakh
Mark Carroll,Tswana
Keith Flores,West Frisian
Nicholas Holmes,Estonian
Lois Moreno,Danish
Ruby Kelley,Azeri
Richard Franklin,Azeri
Earl White,Croatian
Randy Castillo,Oriya
Gerald Alexander,Kazakh
Mildred Clark,Telugu
Phyllis Franklin,Azeri
Roy Freeman,Malay
Douglas Hayes,Japanese
Tammy Alexander,Guaraní
Timothy Stanley,Punjabi
Terry Boyd,Dhivehi
Julie Gordon,Kashmiri
Julia Robinson,Dzongkha
David Murphy,Dari
Jacqueline Williams,Pashto
Debra Owens,Somali
Kathleen Kennedy,Amharic
Craig Crawford,Maltese
Elizabeth Freeman,Burmese
Jean Ramos,Georgian
Wanda Bishop,Marathi
Ruth Murphy,Montenegrin
Emily Palmer,Kashmiri
Douglas Hayes,Azeri
Virginia Reid,Oriya
Shawn Spencer,Chinese
Diana Garza,Malay
Samuel Daniels,Khmer
Ruth Pierce,Burmese
Nicole Austin,Hiri Motu
Jose Turner,New Zealand Sign Language
Linda Griffin,Afrikaans
Jonathan Hayes,French
Laura Moore,Japanese
Phyllis Foster,German
Anna Flores,Kyrgyz
Jimmy Ellis,Gagauz
Anne Harvey,Afrikaans
Stephanie Thomas,Macedonian
Andrew Garcia,Hebrew
Mary Long,Amharic
Kelly Peterson,Bulgarian
Elizabeth Olson,Bislama
Debra Chapman,Latvian
Robert Owens,Burmese
Anne Daniels,Persian
Bobby Murphy,Moldovan
Cheryl Gardner,Belarusian
Albert Sullivan,Dzongkha
Sarah Hill,Greek
Jerry Gibson,Fijian
Louis Bell,Portuguese
Ruby Smith,Zulu
Antonio Palmer,Kashmiri
Carl Lynch,Catalan
Tammy Warren,Pashto
Phillip Cole,Dhivehi
Maria Richards,Lithuanian
Rose Williams,Icelandic
Harry Weaver,Dari
Daniel Cunningham,Malagasy
Katherine Dunn,Lithuanian
John Hudson,Māori
Shawn Gray,Dzongkha
Justin Bell,Tok Pisin
Kelly Reyes,Korean
Melissa Smith,Kyrgyz
Mildred Davis,Italian
Juan Daniels,Icelandic
Roger Morrison,Ndebele
Elizabeth Davis,Armenian
Margaret Robertson,Yiddish
Marie Alexander,Albanian
Rachel Graham,Kyrgyz
Paul Gibson,English
Bobby Perkins,English
Mildred James,Bislama
Sara Lane,Telugu
Judy Martinez,Thai
Alice Perez,Tok Pisin
Aaron Perez,Hungarian
Diane Cooper,Romanian
Emily Peters,Kannada
Diane Watkins,French
Anna Bishop,Sotho
Frances Rice,Gagauz
Wanda Thompson,Kashmiri
Ann Ward,Romanian
Antonio Olson,Zulu
Timothy Burton,Latvian
Gloria Richardson,Armenian
Jeremy Hudson,Filipino
Kathryn Willis,Kyrgyz
Norma Burton,Dzongkha
Steve Shaw,Greek
Bobby Jenkins,Malagasy
Richard Owens,Amharic
Rose Harris,Tswana
Betty Perez,Croatian
Louis Garcia,Mongolian
Diana Warren,Haitian Creole
Tina Ramirez,Tamil
John Baker,Dzongkha
Anthony Rice,Northern Sotho
Teresa Kennedy,Thai
Nicholas Cole,Belarusian
Phillip Stanley,German
Steve Torres,Swahili
Howard Kelly,Nepali
Annie Thomas,Azeri
Jerry Brooks,Sotho
Steve Morrison,Zulu
Joan Bradley,Portuguese
Martha Banks,Tetum
Ralph Riley,Hiri Motu
Elizabeth Watkins,Estonian
Russell Day,Yiddish
Karen Gordon,Amharic
Lori Hughes,Tswana
Gregory Russell,Hungarian
Janet Price,Somali
Ernest Carpenter,Belarusian
Helen Owens,Danish
Roy Fowler,Tajik
Lisa Williamson,Moldovan
Douglas Shaw,Lithuanian
Clarence Hudson,French
Dorothy Franklin,Khmer
Carlos Long,Spanish
Nicole Carroll,Czech
Sharon Frazier,Marathi
Gloria Howard,West Frisian
Jack Cunningham,West Frisian
Todd Berry,Greek
Frank Reynolds,Polish
James Morales,Kazakh
Barbara Watkins,Gujarati
Gregory Wilson,Bosnian
Arthur Gonzales,Zulu
Bobby Snyder,Polish
Sandra Gonzales,English
Beverly Powell,Dzongkha
Margaret Pierce,Sotho
Matthew Harrison,Quechua
Sean Evans,Indonesian
Steven Flores,Amharic
Anthony Harvey,Albanian
Joan Carter,Kurdish
Terry Mcdonald,Belarusian
Sarah Hill,Romanian
Katherine Reynolds,French
Larry Nichols,Dzongkha
Amanda Webb,Danish
Michelle West,Guaraní
Sharon Rivera,Somali
Brian Wells,Irish Gaelic
Rachel Matthews,Oriya
Steven Crawford,Dari
Wanda Howell,Papiamento
Eugene Rogers,Malagasy
Kevin Daniels,Kurdish
Ashley Green,Armenian
Tammy Carter,Amharic
Tina Cox,Tajik
Kathryn Grant,Gagauz
Howard Cole,Norwegian
Benjamin Owens,Croatian
Anne Williamson,Irish Gaelic
Stephen Ortiz,English
Patrick Mccoy,Catalan
Roy Richardson,Finnish
Joshua Burke,Northern Sotho
George West,Lithuanian
Phillip Fox,Sotho
Aaron Armstrong,Norwegian
Ryan Franklin,Tajik
Amanda Garcia,Czech
Willie Chapman,Danish
Nicole Morris,Assamese
Arthur Burns,Dutch
Margaret Lee,Danish
Russell Shaw,Croatian
Scott Fields,Moldovan
Virginia Richardson,Georgian
Albert Burns,Georgian
Lisa Berry,Estonian
Diane Tucker,Danish
Gerald Kelly,Tetum
Marilyn George,Lao
Earl Wheeler,Oriya
Sharon Taylor,Lithuanian
Kathy Howard,Dutch
Wayne Lynch,Belarusian
Kenneth Hart,Norwegian
Gloria Ward,French
Cynthia Rose,Papiamento
Todd Hill,Bislama
James Bennett,French
Bruce Rivera,Icelandic
Jerry Reyes,Kannada
Deborah Morris,Yiddish
Jimmy Medina,Kazakh
Arthur Kelly,Italian
Robin Williams,Montenegrin
Frances Wood,Irish Gaelic
Ann Evans,Armenian
Amanda Johnson,Bulgarian
Melissa Turner,Dutch
Kimberly Clark,Hiri Motu
Howard Grant,Afrikaans
Lori Gray,Tok Pisin
Annie Evans,Swedish
Jonathan Perry,Luxembourgish
Harry Kelly,Persian
Nicholas Price,Tetum
Anthony Wallace,Catalan
Linda Garza,Afrikaans
Nicholas Ramirez,Catalan
Marie Russell,Sotho
Dorothy Larson,Bengali
Joshua Cole,Hebrew
Mildred Griffin,Moldovan
Cheryl Chapman,Bosnian
Howard Gardner,Tsonga
Bruce Hawkins,Afrikaans
Earl Ramirez,Danish
Nicholas Lane,Kashmiri
Wanda Franklin,Kurdish
Ann Ryan,Tsonga
Michelle Hawkins,Greek
Sarah Mccoy,Norwegian
Jason Pierce,Latvian
Chris Butler,Aymara
Juan Diaz,Swati
Raymond Sims,English
Scott Turner,Greek
Kathy Lane,Azeri
Denise Harper,Telugu
Joe Morris,Quechua
Thomas Meyer,Swedish
Ronald Cruz,Albanian
Diane Gilbert,Estonian
Paula Ramos,Māori
Howard Thomas,Dzongkha
Juan Watson,Azeri
Russell Fisher,Gujarati
Jean Duncan,Dzongkha
Thomas Daniels,Azeri
Benjamin Washington,Papiamento
Martin Montgomery,Catalan
Jack Crawford,Oriya
Rose Burke,Hindi
Debra Coleman,Marathi
Russell Howard,Pashto
Amanda Reid,Chinese
Donald Fowler,Marathi
Katherine Ortiz,Norwegian
Joseph Ryan,Maltese
Joe Meyer,Guaraní
Donald Sanders,French
Maria Scott,Swedish
Samuel Armstrong,Chinese
Benjamin Payne,Kyrgyz
Susan Williams,Indonesian
Judith Morris,Luxembourgish
Anne Gilbert,Gujarati
Patrick Snyder,Mongolian
Catherine Burns,Aymara
Timothy Payne,Irish Gaelic
Alice Thomas,Hiri Motu
Eric Fuller,English
Tammy Tucker,French
Judy Pierce,Macedonian
Robin Richards,Moldovan
Albert King,Assamese
Carolyn Olson,Danish
Jane Gutierrez,Northern Sotho
Andrea Harvey,West Frisian
Jeremy Porter,Dutch
Joyce Vasquez,French
Jeffrey Shaw,Kyrgyz
Ruby Allen,Tajik
Shirley Edwards,Mongolian
Marie Bishop,Assamese
Anne Carroll,Tswana
Peter Parker,Tok Pisin
Cheryl Owens,Estonian
Joe Little,Hindi
Betty Ross,Kannada
Howard Berry,Estonian
Carol Pierce,Dhivehi
Adam Lawrence,Tsonga
Alan Kelley,Dhivehi
Paula Foster,Portuguese
Ruby Jordan,Irish Gaelic
Mildred Vasquez,Amharic
Kenneth Scott,Fijian
Kimberly Garza,Malagasy
Ruby Garcia,Catalan
Louise Smith,Hiri Motu
Adam Wright,Tok Pisin
Jack Vasquez,Maltese
Julia Ellis,Estonian
Philip Ray,Pashto
Rebecca Nelson,Papiamento
Emily Burton,Mongolian
Anne Warren,West Frisian
Mark Harris,Kazakh
Lori Duncan,Fijian
Alan Weaver,Kashmiri
Lois Young,Danish
Frances Wilson,Gujarati
Theresa Perry,Hiri Motu
Jonathan Russell,Latvian
Henry Johnson,Portuguese
Irene Vasquez,Thai
James Sanchez,Kannada
Jennifer Powell,Guaraní
Barbara Adams,Gujarati
Louise Roberts,Kurdish
Paul Freeman,New Zealand Sign Language
Christopher Burke,Luxembourgish
Beverly Anderson,Azeri
Catherine Scott,Quechua
James Taylor,West Frisian
Wanda Kelley,Luxembourgish
Samuel Gibson,Norwegian
Helen Moore,Kashmiri
Martin Peterson,Tetum
Bobby Simpson,Aymara
Marie Ortiz,Luxembourgish
Alice Alexander,Swahili
Howard Weaver,Japanese
Norma Payne,Haitian Creole
Gregory Mitchell,Aymara
Joe George,Zulu
Shirley Rose,Czech
Pamela Ward,Japanese
Ronald Ruiz,Bengali
Amanda Richards,Hindi
Christina Perez,Bulgarian
Scott Henry,Arabic
Carl Ferguson,Telugu
Willie Simpson,New Zealand Sign Language
Judith Porter,Latvian
Joan Crawford,Hindi
Barbara White,Danish
Victor Burton,Estonian
Diana Gilbert,Gagauz
Jason Shaw,Assamese
Todd Carr,Swahili
Cheryl Lewis,Latvian
Judy Shaw,Portuguese
Sarah Gordon,Fijian
Tina Ellis,Punjabi
Raymond Alvarez,English
Wayne Murphy,Italian
Gregory Fernandez,New Zealand Sign Language
Carlos Rogers,Thai
Dorothy Pierce,Dhivehi
Henry Taylor,Tsonga
Bobby Phillips,Tamil
Patricia Thompson,Bislama
Jacqueline Russell,Tswana
Kathleen Butler,Malay
Andrew Fuller,Icelandic
Robert Robertson,Latvian
Billy Lawrence,Danish
Donald Cunningham,Italian
Joan Smith,Haitian Creole
Earl Phillips,Sotho
Brenda Bishop,Assamese
David Montgomery,Bosnian
Kevin Watson,Lao
Charles Parker,Gujarati
Phyllis Gardner,Catalan
Wanda Knight,Bulgarian
Frances Gardner,Khmer
Thomas Duncan,Korean
Eric Bennett,Georgian
Adam Hunt,Azeri
Matthew Russell,German
Janet Dixon,Somali
Judith King,Khmer
Anne Fuller,Tamil
Ann Montgomery,Malagasy
Michael Cruz,Macedonian
Debra Hunter,Kashmiri
Ann Murphy,Tswana
Aaron Bailey,Icelandic
Gary Mason,Japanese
Scott Burns,Greek
Clarence Berry,Montenegrin
Arthur Edwards,Telugu
Janet Carpenter,Malagasy
Wanda Mitchell,Lao
Edward Garcia,Armenian
Jessica Ellis,Bulgarian
Christina Anderson,Kurdish
Eric Collins,Belarusian
Judith Lawson,Macedonian
Sandra Perkins,Georgian
Bobby Burke,Marathi
Rebecca Weaver,Dzongkha
Patricia Crawford,Nepali
Raymond Burton,Bislama
Betty Miller,Romanian
Steve Long,Marathi
Helen Bowman,Kannada
Patricia Gilbert,Afrikaans
Phillip Jenkins,Montenegrin
Anna Cole,West Frisian
Marie Lee,Punjabi
Ruby Mcdonald,Malagasy
Sarah Young,Arabic
Janice Webb,Burmese
Mildred Sanchez,Malayalam
Margaret Gibson,Mongolian
David Torres,Aymara
Annie Sanchez,West Frisian
Teresa Montgomery,Polish
Richard Tucker,Quechua
Frank Gibson,English
Judith Fisher,Indonesian
Ryan Hanson,Sotho
Norma Peters,French
Cynthia Adams,Bosnian
Marilyn Williams,Dhivehi
Martha Coleman,Afrikaans
Maria Gardner,Romanian
Robin Simmons,Māori
Annie Frazier,Bosnian
Daniel Harrison,French
Shirley Porter,Yiddish
Peter Holmes,Romanian
Charles Long,Mongolian
Jason Stewart,Malagasy
Lisa Cruz,Gagauz
Tina Brown,Kurdish
Janet Rivera,Bengali
Irene Graham,Hungarian
Ruby Cook,Malagasy
Steve Davis,Ndebele
Cynthia Daniels,Malagasy
John Gardner,Guaraní
Victor Ross,Oriya
Phillip Garcia,Tsonga
Patricia Burns,Tetum
Thomas Nguyen,Bengali
Anthony Cooper,Tamil
Annie Andrews,German
Anne Daniels,Hiri Motu
Lawrence Thompson,Macedonian
Judy Gardner,Nepali
Victor Ross,Tswana
George Day,Malay
Louis Hudson,Somali
Stephen Nichols,Arabic
Daniel Nguyen,Tamil
Bonnie Collins,Maltese
Jimmy Peterson,Tswana
Teresa Kennedy,Indonesian
Gary Carroll,Pashto
Jonathan Anderson,Sotho
Gary Harris,Lithuanian
Pamela Brown,English
Karen Johnson,Tok Pisin
Nicole Lewis,Mongolian
Dennis Mendoza,Kazakh
Roger Chavez,Gujarati
Donna Williams,Bosnian
Rachel King,Papiamento
Angela Ross,Tswana
Larry Simpson,Aymara
Amy Marshall,Portuguese
Annie Banks,Kyrgyz
Bruce Woods,Georgian
Pamela Kelley,Irish Gaelic
Martin Cox,Kyrgyz
Lillian Garrett,Kurdish
Jennifer Sanchez,Swahili
Gloria Perkins,Assamese
Kathy Welch,Malayalam
Timothy Watson,Marathi
Shawn Warren,Swati
Charles Johnson,Swedish
Steve Griffin,Haitian Creole
Ruby Murphy,Czech
Laura Lopez,Hungarian
Kelly Coleman,Persian
Amanda Cook,Catalan
Heather Russell,Kurdish
Brian Olson,Ndebele
Gloria Davis,Luxembourgish
Amy Stanley,Hebrew
Diana Robertson,Romanian
Angela Burke,Armenian
Nicole Little,Malay
Sara Cook,Finnish
Alan Hill,New Zealand Sign Language
Ronald Garcia,Hungarian
Kelly Parker,Mongolian
Andrea Rice,Lao
Martha Adams,Bengali
Patrick Spencer,Afrikaans
Juan Gordon,Somali
Christopher Mills,Oriya
Shirley Perry,Maltese
Tina Gibson,Swedish
John Gilbert,Telugu
Pamela Owens,Dari
John Frazier,Albanian
Janet Frazier,Bosnian
Joseph Armstrong,Quechua
Daniel Allen,French
Donna Murray,English
Matthew Hanson,Moldovan
Todd Nelson,Marathi
Lois Richardson,Spanish
Jerry Scott,Spanish
Amanda Myers,Estonian
Beverly Lane,Punjabi
Gregory Hawkins,Mongolian
Earl Rivera,French
Walter Flores,Montenegrin
Douglas Burns,Māori
Cheryl Ward,Hebrew
Ronald Simmons,Irish Gaelic
Evelyn Austin,Tajik
Margaret Schmidt,Filipino
Edward Hayes,New Zealand Sign Language
Ann Roberts,Bislama
Alice Johnston,Assamese
Jessica Richardson,Burmese
Tammy Gutierrez,Yiddish
Julia Elliott,Catalan
Harold Simmons,Zulu
Alice Ward,Italian
Annie Hart,Malayalam
Albert Price,New Zealand Sign Language
Jonathan Cunningham,Catalan
Jerry Holmes,Assamese
Lawrence Ward,Macedonian
Johnny Hernandez,Gagauz
Timothy Hill,Fijian
Timothy Gibson,Khmer
Gregory Meyer,Gujarati
Carl Rogers,Montenegrin
John Moore,Filipino
Carol Reid,Lao
Helen Sims,Hungarian
Donna Wells,Hindi
Chris Gutierrez,French
Janet Gray,Lithuanian
Mary Myers,Indonesian
Anna Robertson,Polish
Keith Frazier,Zulu
Johnny Wright,Chinese
Albert Ruiz,Swahili
Kathryn Warren,Estonian
Douglas Owens,Maltese
Brandon Perkins,Amharic
William Stone,Luxembourgish
Daniel Allen,Catalan
Irene Shaw,Swedish
Mildred Fox,Korean
Emily Gonzales,Hindi
Keith Edwards,Bislama
Benjamin Owens,Maltese
Nancy Fox,Luxembourgish
Matthew Reed,Marathi
Norma Thomas,Haitian Creole
Rachel Hernandez,Somali
Cheryl Lawrence,Tamil
Kimberly Cole,Indonesian
Jennifer Ramos,Albanian
Shawn Dixon,Moldovan
Bruce Burke,Gujarati
Russell Moreno,Hindi
Theresa Bailey,Tok Pisin
Adam Fields,Dutch
Diane Burton,Montenegrin
Steven Riley,Papiamento
Ashley Thompson,Kashmiri
